position,player_number,name,status,stat1,stat1_val,stat2,stat2_val,stat3,stat3_val,stat4,stat4_val,team
DT,74.0,"Hamilton, Justin",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
DE,64.0,"Harris, Tylor",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
K,4.0,"Hauschka, Steven",ACT,FGA,31,FGM,29,PCT,93.5,LNG,54,SEA
QB,5.0,"Heaps, Jake",ACT,TDS,--,INT,--,YDS,--,RTG,--,SEA
DT,97.0,"Hill, Jordan",ACT,TCKL,24,SCK,0,FF,0,INT,--,SEA
WR,83.0,"Hunter, Montario",ACT,REC,--,YDS,--,AVG,--,TDS,--,SEA
CB,30.0,"Jean-Baptiste, Stanley",RES,TCKL,--,SCK,--,FF,--,INT,--,SEA
DT,99.0,"Jefferson, Quinton",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
WR,15.0,"Kearse, Jermaine",ACT,REC,49,YDS,685,AVG,14,TDS,5,SEA
SAF,32.0,"Lambert, Keenan",ACT,TCKL,0,SCK,0,FF,0,INT,--,SEA
CB,20.0,"Lane, Jeremy",ACT,TCKL,13,SCK,0,FF,0,INT,2,SEA
WR,11.0,"Lawler, Kenny",ACT,REC,--,YDS,--,AVG,--,TDS,--,SEA
WR,16.0,"Lockett, Tyler",ACT,REC,51,YDS,664,AVG,13,TDS,6,SEA
OLB,59.0,"Longa, Steve",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
RB,38.0,"Madden, Tre",RES,CAR,--,YDS,--,AVG,--,TDS,--,SEA
DE,91.0,"Marsh, Cassius",ACT,TCKL,28,SCK,0,FF,0,INT,--,SEA
SS,33.0,"McCray, Kelcie",ACT,TCKL,37,SCK,0,FF,0,INT,--,SEA
DT,93.0,"McDaniel, Tony",ACT,TCKL,25,SCK,1,FF,0,INT,--,SEA
DB,6.0,"McEvoy, Tanner",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
WR,19.0,"McNeil, Douglas",ACT,REC,--,YDS,--,AVG,--,TDS,--,SEA
RB,32.0,"Michael, Christine",ACT,CAR,54,YDS,243,AVG,4.5,TDS,0,SEA
OLB,57.0,"Morgan, Mike",ACT,TCKL,17,SCK,1,FF,0,INT,--,SEA
LB,43.0,"Nealy, Quayshawn",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
WR,17.0,"Nwachukwu, Uzoma",ACT,REC,--,YDS,--,AVG,--,TDS,--,SEA
LB,46.0,"Palacio, Kache",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
DE,42.0,"Perkins, David",RES,TCKL,--,SCK,--,FF,--,INT,--,SEA
OLB,58.0,"Pierre-Louis, Kevin",ACT,TCKL,18,SCK,0,FF,0,INT,--,SEA
LB,47.0,"Pinkins, Eric",ACT,TCKL,2,SCK,0,FF,0,INT,--,SEA
RB,26.0,"Pope, Troymaine",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SEA
FS,40.0,"Powell, Tyvis",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
RB,22.0,"Prosise, C.J.",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SEA
RB,34.0,"Rawls, Thomas",ACT,CAR,147,YDS,830,AVG,5.6,TDS,4,SEA
DT,93.0,"Reed, Jarran",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
CB,37.0,"Reed, Trovon",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
WR,10.0,"Richardson, Paul",ACT,REC,1,YDS,40,AVG,40,TDS,0,SEA
LB,43.0,"Robertson, Pete",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
DE,44.0,"Robinson, Ryan",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
DT,77.0,"Rubin, Ahtyba",ACT,TCKL,36,SCK,2,FF,0,INT,1,SEA
P,9.0,"Ryan, Jon",ACT,PUNTS,68,AVG,45.7,LNG,73,IN 20,24,SEA
DB,39.0,"Seisay, Mohammed",RES,TCKL,--,SCK,--,FF,--,INT,--,SEA
CB,35.0,"Shead, DeShawn",ACT,TCKL,55,SCK,1,FF,2,INT,1,SEA
