position,player_number,name,status,stat1,stat1_val,stat2,stat2_val,stat3,stat3_val,stat4,stat4_val,team
WR,17.0,"Jennings, Darius",ACT,REC,14,YDS,117,AVG,8.4,TDS,0,CLE
LB,57.0,"Johnson, Cam",ACT,TCKL,3,SCK,0,FF,0,INT,--,CLE
FB,42.0,"Johnson, Malcolm",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CLE
RB,29.0,"Johnson, Duke",ACT,CAR,104,YDS,379,AVG,3.6,TDS,0,CLE
DB,35.0,"Jones, Don",ACT,TCKL,6,SCK,0,FF,0,INT,0,CLE
QB,5.0,"Kessler, Cody",ACT,TDS,--,INT,--,YDS,--,RTG,--,CLE
FS,30.0,"Kindred, Derrick",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
ILB,58.0,"Kirksey, Chris",ACT,TCKL,63,SCK,3.5,FF,1,INT,--,CLE
OLB,99.0,"Kruger, Paul",ACT,TCKL,27,SCK,2.5,FF,0,INT,--,CLE
DT,70.0,"Lawrence-Stample, Nile",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
P,8.0,"Lee, Andy",ACT,PUNTS,70,AVG,46.7,LNG,67,IN 20,25,CLE
WR,80.0,"Louis, Ricardo",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
QB,13.0,"McCown, Josh",ACT,TDS,12,INT,4,YDS,2109,RTG,93.3,CLE
DT,98.0,"Meder, Jamie",ACT,TCKL,33,SCK,1,FF,0,INT,--,CLE
OLB,51.0,"Mingo, Barkevious",ACT,TCKL,24,SCK,0,FF,0,INT,1,CLE
WR,15.0,"Moore, Marlon",ACT,REC,7,YDS,81,AVG,11.6,TDS,1,CLE
DB,20.0,"Moore, Rahim",ACT,TCKL,16,SCK,0,FF,0,INT,1,CLE
RB,25.0,"Mostert, Raheem",ACT,CAR,0,YDS,0,AVG,0,TDS,0,CLE
K,2.0,"Murray, Patrick",ACT,FGA,--,FGM,--,PCT,--,LNG,--,CLE
DE,94.0,"Nassib, Carl",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
RB,34.0,"Neal, Rajion",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CLE
LB,91.0,"Neill, Jason",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
DE,90.0,"Ogbah, Emmanuel",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
LB,44.0,"Orchard, Nate",ACT,TCKL,36,SCK,3,FF,1,INT,1,CLE
WR,83.0,"Parks, Dennis",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
CB,48.0,"Patterson, Eric",ACT,TCKL,3,SCK,0,FF,0,INT,0,CLE
WR,84.0,"Payton, Jordan",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
FS,33.0,"Poyer, Jordan",ACT,TCKL,43,SCK,1,FF,0,INT,2,CLE
WR,11.0,"Pryor, Terrelle",ACT,REC,1,YDS,42,AVG,42,TDS,0,CLE
TE,40.0,"Reeves, David",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
OLB,53.0,"Schobert, Joe",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
DB,37.0,"Scott, Tim",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
DL,55.0,"Shelton, Danny",ACT,TCKL,36,SCK,0,FF,0,INT,--,CLE
DB,27.0,"Taylor, Jamar",ACT,TCKL,48,SCK,0,FF,0,INT,--,CLE
TE,86.0,"Telfer, Randall",ACT,REC,--,YDS,--,AVG,--,TDS,--,CLE
LB,52.0,"Tuggle, Justin",ACT,TCKL,18,SCK,0,FF,0,INT,--,CLE
RB,38.0,"Watson, Terrell",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CLE
FS,36.0,"Williams, K'Waun",ACT,TCKL,39,SCK,1,FF,3,INT,--,CLE
CB,22.0,"Williams, Tramon",ACT,TCKL,69,SCK,0,FF,0,INT,1,CLE
RB,28.0,"Winston, Glenn",ACT,CAR,1,YDS,-8,AVG,-8,TDS,0,CLE
ILB,50.0,"Wright, Scooby",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
DT,97.0,"Wynn, Dylan",RES,TCKL,--,SCK,--,FF,--,INT,--,CLE
DB,28.0,"Allen, Cortez",RES,TCKL,6,SCK,0,FF,0,INT,--,PIT
WR,82.0,"Ayers, DeMarcus",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT
RB,26.0,"Bell, Le'Veon",ACT,CAR,113,YDS,556,AVG,4.9,TDS,3,PIT
P,4.0,"Berry, Jordan",ACT,PUNTS,59,AVG,42.6,LNG,79,IN 20,28,PIT
WR,16.0,"Blakeney, Issac",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT
K,9.0,"Boswell, Chris",ACT,FGA,32,FGM,29,PCT,90.6,LNG,51,PIT
WR,84.0,"Brown, Antonio",ACT,REC,136,YDS,1834,AVG,13.5,TDS,10,PIT
RB,24.0,"Brown-Dukes, Brandon",ACT,CAR,--,YDS,--,AVG,--,TDS,--,PIT
WR,10.0,"Bryant, Martavis",SUS,REC,50,YDS,765,AVG,15.3,TDS,6,PIT
CB,25.0,"Burns, Artie",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
LB,56.0,"Chickillo, Anthony",ACT,TCKL,6,SCK,0,FF,1,INT,--,PIT
WR,14.0,"Coates, Sammie",ACT,REC,1,YDS,11,AVG,11,TDS,0,PIT
DB,31.0,"Cockrell, Ross",ACT,TCKL,44,SCK,0,FF,1,INT,2,PIT
TE,49.0,"Cooper, Michael",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT
DB,37.0,"Dangerfield, Jordan",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
CB,28.0,"Davis, Sean",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
TE,49.0,"Dixon, Mandel",RES,REC,--,YDS,--,AVG,--,TDS,--,PIT
OLB,48.0,"Dupree, Bud",ACT,TCKL,26,SCK,4,FF,0,INT,--,PIT
OLB,41.0,"Feeney, Travis",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
LB,54.0,"Fort, L.J.",ACT,TCKL,0,SCK,--,FF,--,INT,--,PIT
DB,40.0,"Garner, Montell",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
CB,22.0,"Gay, William",ACT,TCKL,58,SCK,1,FF,0,INT,2,PIT
SS,21.0,"Golden, Robert",ACT,TCKL,40,SCK,0,FF,0,INT,1,PIT
CB,27.0,"Golson, Senquez",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
QB,5.0,"Gradkowski, Bruce",ACT,TDS,--,INT,--,YDS,--,RTG,--,PIT
CB,24.0,"Grant, Doran",ACT,TCKL,0,SCK,--,FF,--,INT,--,PIT
TE,80.0,"Green, Ladarius",ACT,REC,37,YDS,429,AVG,11.6,TDS,4,PIT
TE,85.0,"Grimble, Xavier",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT
DB,42.0,"Hagen, Jacob",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
WR,7.0,"Hamilton, Cobi",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT
DT,79.0,"Hargrave, Javon",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
OLB,92.0,"Harrison, James",ACT,TCKL,40,SCK,5,FF,2,INT,1,PIT
DE,97.0,"Heyward, Cameron",ACT,TCKL,54,SCK,7,FF,1,INT,--,PIT
WR,88.0,"Heyward-Bey, Darrius",ACT,REC,21,YDS,314,AVG,15,TDS,2,PIT
DT,65.0,"Hooks, Lavon",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
TE,81.0,"James, Jesse",ACT,REC,8,YDS,56,AVG,7,TDS,1,PIT
TE,46.0,"Johnson, David",ACT,REC,1,YDS,4,AVG,4,TDS,0,PIT
LB,51.0,"Johnson, Steven",ACT,TCKL,7,SCK,0,FF,0,INT,--,PIT
OLB,95.0,"Jones, Jarvis",ACT,TCKL,29,SCK,2,FF,1,INT,1,PIT
QB,3.0,"Jones, Landry",ACT,TDS,3,INT,4,YDS,513,RTG,77.3,PIT
TE,87.0,"Lang, Paul",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT
DT,99.0,"Lyons, Caushaud",ACT,TCKL,0,SCK,--,FF,--,INT,--,PIT
OLB,46.0,"Matakevich, Tyler",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
DT,90.0,"Mathews, Ricardo",ACT,TCKL,22,SCK,1,FF,0,INT,--,PIT
DT,62.0,"Maxey, Johnny",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
NT,93.0,"McCullers-Sanders, Dan",ACT,TCKL,8,SCK,0.5,FF,0,INT,--,PIT
FS,23.0,"Mitchell, Mike",ACT,TCKL,80,SCK,0,FF,2,INT,3,PIT
OLB,55.0,"Moats, Arthur",ACT,TCKL,35,SCK,4,FF,0,INT,--,PIT
P,2.0,"Monday, Will",ACT,PUNTS,--,AVG,--,LNG,--,IN 20,--,PIT
DE,69.0,"Mosley-Smith, Khaynin",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
DE,64.0,"Newberry, Giorgio",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
FB,45.0,"Nix-Jones, Roosevelt",ACT,CAR,--,YDS,--,AVG,--,TDS,--,PIT
WR,18.0,"Norwood, Levi",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT
WR,19.0,"Phillips, Shakim",RES,REC,--,YDS,--,AVG,--,TDS,--,PIT
DE,69.0,"Philon, Roy",RES,TCKL,--,SCK,--,FF,--,INT,--,PIT
RB,39.0,"Powell, Christian",ACT,CAR,--,YDS,--,AVG,--,TDS,--,PIT
LB,45.0,"Rasco, Jermauria",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
LB,57.0,"Reilly, Mike",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
RB,38.0,"Richardson, Daryl",ACT,CAR,--,YDS,--,AVG,--,TDS,--,PIT
QB,7.0,"Roethlisberger, Ben",ACT,TDS,21,INT,16,YDS,3938,RTG,94.5,PIT
WR,17.0,"Rogers, Eli",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT
WR,83.0,"Severin, Canaan",RES,REC,--,YDS,--,AVG,--,TDS,--,PIT
DB,44.0,"Shabazz, Al-Hajj",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
ILB,50.0,"Shazier, Ryan",ACT,TCKL,87,SCK,3.5,FF,2,INT,1,PIT
DT,61.0,"Sigler, DeVaunte",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
RB,30.0,"Stingily, Cameron",ACT,CAR,--,YDS,--,AVG,--,TDS,--,PIT
SS,29.0,"Thomas, Shamarko",ACT,TCKL,12,SCK,0,FF,0,INT,--,PIT
ILB,94.0,"Timmons, Lawrence",ACT,TCKL,119,SCK,5,FF,1,INT,1,PIT
RB,33.0,"Toussaint, Fitzgerald",ACT,CAR,18,YDS,42,AVG,2.3,TDS,0,PIT
WR,15.0,"Tucker, Marcus",ACT,REC,--,YDS,--,AVG,--,TDS,--,PIT
DE,91.0,"Tuitt, Stephon",ACT,TCKL,54,SCK,6.5,FF,0,INT,1,PIT
QB,13.0,"Vaughan, Dustin",ACT,TDS,--,INT,--,YDS,--,RTG,--,PIT
DB,39.0,"Vinopal, Ray",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
DT,96.0,"Walton, L.T.",ACT,TCKL,0,SCK,--,FF,--,INT,--,PIT
DB,30.0,"Washington, Donald",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
WR,11.0,"Wheaton, Markus",ACT,REC,44,YDS,749,AVG,17,TDS,5,PIT
CB,33.0,"Whigham, Julian",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
CB,38.0,"White, Kevin",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
RB,34.0,"Williams, DeAngelo",ACT,CAR,200,YDS,907,AVG,4.5,TDS,11,PIT
ILB,98.0,"Williams, Vince",ACT,TCKL,46,SCK,0.5,FF,0,INT,--,PIT
OLB,49.0,"Zumwalt, Jordan",ACT,TCKL,--,SCK,--,FF,--,INT,--,PIT
DB,20.0,"Allen, Antonio",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
TE,89.0,"Anderson, Stephen",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU
SAF,39.0,"Ballentine, Lonnie",ACT,TCKL,3,SCK,0,FF,0,INT,--,HOU
RB,28.0,"Blue, Alfred",ACT,CAR,183,YDS,698,AVG,3.8,TDS,2,HOU
CB,21.0,"Bouye, A.J.",ACT,TCKL,16,SCK,0,FF,0,INT,2,HOU
ILB,53.0,"Bullough, Max",ACT,TCKL,30,SCK,0,FF,0,INT,--,HOU
WR,14.0,"Bundrage, Quenton",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU
DE,61.0,"Carrington, Alex",ACT,TCKL,8,SCK,0,FF,0,INT,--,HOU
OLB,58.0,"Cliett, Reshard",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
OLB,90.0,"Clowney, Jadeveon",ACT,TCKL,40,SCK,4.5,FF,1,INT,--,HOU
DT,95.0,"Covington, Christian",ACT,TCKL,8,SCK,2,FF,0,INT,--,HOU
ILB,56.0,"Cushing, Brian",ACT,TCKL,110,SCK,0,FF,1,INT,--,HOU
SS,27.0,"Demps, Quintin",ACT,TCKL,61,SCK,0.5,FF,1,INT,1,HOU
TE,81.0,"Denham, Anthony",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU
ILB,50.0,"Dent, Akeem",ACT,TCKL,18,SCK,0,FF,0,INT,--,HOU
SAF,36.0,"Dillon, K.J.",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
FS,23.0,"Drummond, Kurtis",ACT,TCKL,14,SCK,0,FF,1,INT,--,HOU
DT,92.0,"Dunn, Brandon",ACT,TCKL,9,SCK,0,FF,0,INT,0,HOU
RB,34.0,"Ervin, Tyler",ACT,CAR,--,YDS,--,AVG,--,TDS,--,HOU
K,7.0,"Fairbairn, Ka'imi",ACT,FGA,--,FGM,--,PCT,--,LNG,--,HOU
TE,87.0,"Fiedorowicz, C.J.",ACT,REC,17,YDS,167,AVG,9.8,TDS,1,HOU
WR,15.0,"Fuller, Will",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU
TE,84.0,"Griffin, Ryan",ACT,REC,20,YDS,251,AVG,12.5,TDS,2,HOU
RB,41.0,"Grimes, Jonathan",ACT,CAR,56,YDS,282,AVG,5,TDS,1,HOU
FS,29.0,"Hal, Andre",ACT,TCKL,36,SCK,0,FF,0,INT,4,HOU
DT,93.0,"Heath, Joel",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
RB,22.0,"Hilliard, Kenny",ACT,CAR,--,YDS,--,AVG,--,TDS,--,HOU
WR,10.0,"Hopkins, DeAndre",ACT,REC,111,YDS,1521,AVG,13.7,TDS,11,HOU
DT,60.0,"Howard, Ra'Zahn",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
RB,33.0,"Hunt, Akeem",ACT,CAR,17,YDS,96,AVG,5.6,TDS,0,HOU
CB,25.0,"Jackson, Kareem",ACT,TCKL,58,SCK,0,FF,1,INT,2,HOU
DB,31.0,"James, Charles",ACT,TCKL,19,SCK,0,FF,0,INT,--,HOU
CB,30.0,"Johnson, Kevin",ACT,TCKL,54,SCK,0,FF,0,INT,1,HOU
WR,88.0,"Jones, Tevin",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU
CB,24.0,"Joseph, Johnathan",ACT,TCKL,58,SCK,0,FF,1,INT,1,HOU
DE,94.0,"Kamalu, Ufomba",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
LB,44.0,"Langford, Ryan",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
P,9.0,"Lechler, Shane",ACT,PUNTS,95,AVG,47.3,LNG,64,IN 20,24,HOU
LB,61.0,"Lee, Eric",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
WR,19.0,"Lenz, Josh",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU
ILB,55.0,"McKinney, Benardrick",ACT,TCKL,63,SCK,1,FF,0,INT,--,HOU
OLB,59.0,"Mercilus, Whitney",ACT,TCKL,52,SCK,12,FF,1,INT,--,HOU
WR,13.0,"Miller, Braxton",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU
RB,26.0,"Miller, Lamar",ACT,CAR,194,YDS,872,AVG,4.5,TDS,8,HOU
DB,38.0,"Mitchell, Terrance",ACT,TCKL,13,SCK,1,FF,1,INT,1,HOU
DB,43.0,"Moore, Corey",ACT,TCKL,1,SCK,0,FF,0,INT,--,HOU
WR,12.0,"Mumphery, Keith",ACT,REC,14,YDS,129,AVG,9.2,TDS,0,HOU
DB,32.0,"Nelson, Robert",ACT,TCKL,0,SCK,--,FF,--,INT,--,HOU
K,8.0,"Novak, Nick",ACT,FGA,21,FGM,18,PCT,85.7,LNG,51,HOU
QB,17.0,"Osweiler, Brock",ACT,TDS,10,INT,6,YDS,1967,RTG,86.4,HOU
DE,97.0,"Pagan, Jeoffrey",ACT,TCKL,1,SCK,0,FF,0,INT,--,HOU
LB,52.0,"Peters, Brian",ACT,TCKL,17,SCK,0,FF,0,INT,--,HOU
DE,96.0,"Pettinato, Dan",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
DB,35.0,"Pleasant, Eddie",ACT,TCKL,36,SCK,0.5,FF,0,INT,2,HOU
FB,45.0,"Prosch, Jay",ACT,CAR,6,YDS,33,AVG,5.5,TDS,0,HOU
LB,42.0,"Rashad, Shakeel",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
NT,98.0,"Reader, D.J.",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
LB,48.0,"Rivers, Gerald",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
QB,3.0,"Savage, Tom",ACT,TDS,--,INT,--,YDS,--,RTG,--,HOU
LB,57.0,"Scarlett, Brennan",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
WR,18.0,"Shorts, Cecil",ACT,REC,42,YDS,484,AVG,11.5,TDS,2,HOU
OLB,51.0,"Simon, John",ACT,TCKL,53,SCK,5,FF,0,INT,--,HOU
DT,91.0,"Still, Devon",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
WR,11.0,"Strong, Jaelen",ACT,REC,14,YDS,161,AVG,11.5,TDS,3,HOU
DB,40.0,"Thomas, Duke",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
LB,54.0,"Thompson, Carlos",ACT,TCKL,2,SCK,0,FF,0,INT,--,HOU
TE,83.0,"Tomlinson, Eric",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU
FB,47.0,"Vainuku, Soma",RES,CAR,--,YDS,--,AVG,--,TDS,--,HOU
OLB,49.0,"Washington, Tony",ACT,TCKL,--,SCK,--,FF,--,INT,--,HOU
DE,99.0,"Watt, J.J.",ACT,TCKL,76,SCK,17.5,FF,3,INT,--,HOU
QB,5.0,"Weeden, Brandon",ACT,TDS,5,INT,2,YDS,1043,RTG,96.8,HOU
NT,75.0,"Wilfork, Vince",ACT,TCKL,22,SCK,0,FF,0,INT,--,HOU
WR,82.0,"Williams, Wendall",ACT,REC,--,YDS,--,AVG,--,TDS,--,HOU
SS,29.0,"Adams, Mike",ACT,TCKL,75,SCK,1,FF,3,INT,5,IND
TE,83.0,"Allen, Dwayne",ACT,REC,16,YDS,109,AVG,6.8,TDS,1,IND
DE,96.0,"Anderson, Henry",ACT,TCKL,31,SCK,1,FF,0,INT,--,IND
WR,6.0,"Anthrop, Danny",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
DE,67.0,"Bailey, Sterling",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
LB,50.0,"Bates, Trevor",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
WR,11.0,"Bray, Quan",ACT,REC,--,YDS,--,AVG,--,TDS,--,IND
CB,31.0,"Brown, Jalil",ACT,TCKL,22,SCK,0,FF,0,INT,--,IND
CB,20.0,"Butler, Darius",ACT,TCKL,50,SCK,0,FF,2,INT,1,IND
TE,86.0,"Coffman, Chase",ACT,REC,8,YDS,71,AVG,8.9,TDS,1,IND
OLB,58.0,"Cole, Trent",ACT,TCKL,32,SCK,3,FF,2,INT,--,IND
DB,36.0,"Darby, Alden",ACT,TCKL,--,SCK,--,FF,--,INT,--,IND
CB,21.0,"Davis, Vontae",ACT,TCKL,48,SCK,0,FF,0,INT,4,IND
WR,15.0,"Dorsett, Phillip",ACT,REC,18,YDS,225,AVG,12.5,TDS,1,IND
TE,84.0,"Doyle, Jack",ACT,REC,12,YDS,72,AVG,6,TDS,1,IND
RB,34.0,"Ferguson, Josh",ACT,CAR,--,YDS,--,AVG,--,TDS,--,IND
SS,26.0,"Geathers, Clayton",ACT,TCKL,34,SCK,0,FF,0,INT,--,IND
DB,39.0,"Glover-Wright, Tay",ACT,TCKL,0,SCK,--,FF,--,INT,--,IND
RB,23.0,"Gore, Frank",ACT,CAR,260,YDS,967,AVG,3.7,TDS,6,IND
DT,92.0,"McGee, Stacy",ACT,TCKL,22,SCK,0,FF,0,INT,--,OAK
CB,39.0,"McGill, Keith",ACT,TCKL,3,SCK,0,FF,0,INT,--,OAK
QB,14.0,"McGloin, Matt",ACT,TDS,2,INT,1,YDS,142,RTG,88.3,OAK
WR,19.0,"Mickens, Jaydon",ACT,REC,--,YDS,--,AVG,--,TDS,--,OAK
RB,28.0,"Murray, Latavius",ACT,CAR,266,YDS,1066,AVG,4,TDS,6,OAK
DB,27.0,"Nelson, Reggie",ACT,TCKL,77,SCK,0,FF,0,INT,8,OAK
TE,85.0,"O'Malley, Ryan",ACT,REC,--,YDS,--,AVG,--,TDS,--,OAK
RB,49.0,"Olawale, Jamize",ACT,CAR,24,YDS,110,AVG,4.6,TDS,1,OAK
DT,93.0,"Orr, Leon",ACT,TCKL,2,SCK,0,FF,0,INT,--,OAK
WR,13.0,"Palmer, Nathan",ACT,REC,--,YDS,--,AVG,--,TDS,--,OAK
FB,45.0,"Reece, Marcel",ACT,CAR,10,YDS,36,AVG,3.6,TDS,0,OAK
RB,46.0,"Richard, Jalen",ACT,CAR,--,YDS,--,AVG,--,TDS,--,OAK
TE,81.0,"Rivera, Mychal",ACT,REC,32,YDS,280,AVG,8.8,TDS,1,OAK
WR,10.0,"Roberts, Seth",ACT,REC,32,YDS,480,AVG,15,TDS,5,OAK
OLB,99.0,"Smith, Aldon",SUS,TCKL,28,SCK,3.5,FF,0,INT,--,OAK
TE,86.0,"Smith, Lee",ACT,REC,12,YDS,70,AVG,5.8,TDS,1,OAK
OLB,53.0,"Smith, Malcolm",ACT,TCKL,122,SCK,4,FF,2,INT,1,OAK
DB,21.0,"Smith, Sean",ACT,TCKL,45,SCK,0,FF,0,INT,2,OAK
K,3.0,"Tavecchio, Giorgio",ACT,FGA,--,FGM,--,PCT,--,LNG,--,OAK
CB,31.0,"Thorpe, Neiko",ACT,TCKL,40,SCK,0,FF,0,INT,1,OAK
LB,54.0,"Toomer, Korey",ACT,TCKL,4,SCK,0,FF,0,INT,--,OAK
DE,94.0,"Townsend, Greg",ACT,TCKL,--,SCK,--,FF,--,INT,--,OAK
DB,41.0,"Trawick, Brynden",ACT,TCKL,15,SCK,0,FF,0,INT,--,OAK
TE,87.0,"Underwood, Colton",ACT,REC,--,YDS,--,AVG,--,TDS,--,OAK
TE,88.0,"Walford, Clive",ACT,REC,28,YDS,329,AVG,11.8,TDS,3,OAK
DE,95.0,"Ward, Jihad",ACT,TCKL,--,SCK,--,FF,--,INT,--,OAK
RB,33.0,"Washington, DeAndre",ACT,CAR,--,YDS,--,AVG,--,TDS,--,OAK
DT,90.0,"Williams, Dan",ACT,TCKL,48,SCK,1,FF,0,INT,--,OAK
LB,44.0,"Wilson, Kyrie",ACT,TCKL,--,SCK,--,FF,--,INT,--,OAK
SS,37.0,"Addae, Jahleel",ACT,TCKL,65,SCK,1,FF,0,INT,--,SD
WR,13.0,"Allen, Keenan",ACT,REC,67,YDS,725,AVG,10.8,TDS,4,SD
WR,83.0,"Allen, Torrence",ACT,REC,--,YDS,--,AVG,--,TDS,--,SD
OLB,97.0,"Attaochu, Jeremiah",ACT,TCKL,55,SCK,6,FF,1,INT,--,SD
WR,12.0,"Benjamin, Travis",ACT,REC,68,YDS,966,AVG,14.2,TDS,5,SD
QB,6.0,"Bercovici, Mike",ACT,TDS,--,INT,--,YDS,--,RTG,--,SD
DE,1.0,"Bosa, Joey",UDF,TCKL,--,SCK,--,FF,--,INT,--,SD
OLB,57.0,"Brown, Jatavis",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
WR,89.0,"Burse, Isaiah",ACT,REC,--,YDS,--,AVG,--,TDS,--,SD
DT,1.0,"Carlis, Zamir",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
NT,90.0,"Carrethers, Ryan",ACT,TCKL,24,SCK,0,FF,0,INT,--,SD
CB,1.0,"Chestnut, Terrell",RES,TCKL,--,SCK,--,FF,--,INT,--,SD
QB,10.0,"Clemens, Kellen",ACT,TDS,1,INT,0,YDS,63,RTG,150,SD
TE,45.0,"Cleveland, Asante",ACT,REC,1,YDS,1,AVG,1,TDS,0,SD
DB,35.0,"Crawford, Richard",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
TE,87.0,"Cumberland, Jeff",ACT,REC,5,YDS,77,AVG,15.4,TDS,0,SD
DB,33.0,"Ducre, Greg",ACT,TCKL,8,SCK,0,FF,0,INT,--,SD
LB,48.0,"Dzubnar, Nick",ACT,TCKL,15,SCK,0,FF,0,INT,--,SD
OLB,51.0,"Emanuel, Kyle",ACT,TCKL,25,SCK,1,FF,0,INT,1,SD
RB,27.0,"Farrow, Kenneth",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SD
CB,24.0,"Flowers, Brandon",ACT,TCKL,33,SCK,1,FF,0,INT,--,SD
LB,49.0,"Gardner, Ben",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
NT,69.0,"Gaston, Bruce",ACT,TCKL,12,SCK,1,FF,0,INT,0,SD
TE,85.0,"Gates, Antonio",ACT,REC,56,YDS,630,AVG,11.3,TDS,5,SD
RB,28.0,"Gordon, Melvin",ACT,CAR,184,YDS,641,AVG,3.5,TDS,0,SD
DB,26.0,"Hayward, Casey",ACT,TCKL,65,SCK,0,FF,0,INT,--,SD
LB,59.0,"Hekking, Brock",RES,TCKL,--,SCK,--,FF,--,INT,--,SD
TE,86.0,"Henry, Hunter",ACT,REC,--,YDS,--,AVG,--,TDS,--,SD
WR,81.0,"Herndon, Javontee",ACT,REC,24,YDS,195,AVG,8.1,TDS,0,SD
OLB,40.0,"Hodges, Zack",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
OLB,54.0,"Ingram, Melvin",ACT,TCKL,65,SCK,10.5,FF,3,INT,--,SD
WR,15.0,"Inman, Dontrelle",ACT,REC,35,YDS,486,AVG,13.9,TDS,3,SD
DT,66.0,"Johnson, Kamal",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
WR,11.0,"Johnson, Steve",RES,REC,45,YDS,497,AVG,11,TDS,3,SD
WR,89.0,"Jones, James",ACT,REC,50,YDS,890,AVG,17.8,TDS,8,SD
P,8.0,"Kaser, Drew",ACT,PUNTS,--,AVG,--,LNG,--,IN 20,--,SD
K,2.0,"Lambo, Josh",ACT,FGA,32,FGM,26,PCT,81.3,LNG,54,SD
LB,46.0,"Landrum, Chris",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
NT,98.0,"Lissemore, Sean",RES,TCKL,16,SCK,0,FF,0,INT,--,SD
